Repository Name,Commit Link,File Name,Change Behavior,Remark
Audiveris/audiveris,https://github.com/Audiveris/audiveris/commit/a4452c2fdd592b4a16ce3014df6afb2406ea7908,AbstractTimeInter.java,@XmlElement @XmlAttribute,
groovy/groovy-eclipse,https://github.com/groovy/groovy-eclipse/commit/3358a6cef46af61e5a40795690a73a3828fd3e17,ExtractGroovyMethodRefactoringContribution.java,@Override @SuppressWarnings,
cloudfoundry/cf-java-client,https://github.com/cloudfoundry/cf-java-client/commit/b590a188c73a008f86ea5c8e199215ce6dac0bd5,_GetUserVerificationLinkRequest.java,@JsonIgnore @QueryParameter,
kickstarter/android-oss,https://github.com/kickstarter/android-oss/commit/d9e157d9e7a790ca1c6e92a58cbe09b16d8ff52a,DeviceRegistrar.java,@Named @ApiRetrofit,
google/conscrypt,https://github.com/google/conscrypt/commit/395c3d695bef67df258652fa3a3d7e82b7ada85d,OpenSSLX509Certificate.java,@Override @SuppressWarnings,
apache/james-project,https://github.com/apache/james-project/commit/b87f9fcb68d9e6a77dfcce36dffadc42c8175a1f,MatcherSplitter.java,@Property @ExchangeProperty,
swagger-api/swagger-core,https://github.com/swagger-api/swagger-core/commit/1c1d6418e06a6cf1d8441d8ef329e1c8f48868e0,PetResource.java, @PATCH @DELETE,
hawkular/hawkular-metrics,https://github.com/hawkular/hawkular-metrics/commit/ad5b61e50f5dbd8dafbd21511ea754f3794112cb,BucketedOutput.java, @JsonSerialize  @JsonInclude,
wildfly-swarm/wildfly-swarm,https://github.com/wildfly-swarm/wildfly-swarm/commit/0322228ee9441a595ddb2919cc0509b68b52ad67,StartMojo.java,@Component @Inject,
bndtools/bndtools,https://github.com/bndtools/bndtools/commit/7e9ab647e438ac114be5be5b0ff96b4f7fe76780,HeadlessBuildManagerTracker.java,@SuppressWarnings @Deprecated,
estatio/estatio,https://github.com/estatio/estatio/commit/5c33519c5df87cf82e00f8a9967044b8e496b9dd,Document_hideAtPath.java,@Subscribe @EventHandler,
nysenate/OpenLegislation,https://github.com/nysenate/OpenLegislation/commit/482fde330f5a00d763cb3b687f217185d9466a18,AdminAccountCtrl.java,@RequiresAuthentication @RequiresUse,
zxing/zxing,https://github.com/zxing/zxing/commit/484ff7edcfacdb2ab4b47d3677a89bdd7f098ad1,CameraConfigurationUtils.java,@TargetApi @SuppressWarnings,
speedment/speedment,https://github.com/speedment/speedment/commit/d50f0642a4113af6c0d0b19d4f3ac7262937f06e,ReactorComponent.java,@Inject @WithState,
apache/httpcomponents-core,https://github.com/apache/httpcomponents-core/commit/e1eca3896980b5ca6e33ac83cebc116b774773f4,HPackHeader.java,@Immutable @Contract,
bitcoin-wallet/bitcoin-wallet,https://github.com/bitcoin-wallet/bitcoin-wallet/commit/5b1d082452e07d5bc82a2a80dd9bcaa4640f5f6f,ExchangeRatesProvider.java,@CheckForNull @Nullable,
GoogleCloudPlatform/google-cloud-java,https://github.com/GoogleCloudPlatform/google-cloud-java/commit/29bab84b54a6e95a4271d25e0661f6ba6dac692b,PagedResponseWrappers.java,@ExperimentalApi @BetaApi,
mitreid-connect/OpenID-Connect-Java-Spring-Server,https://github.com/mitreid-connect/OpenID-Connect-Java-Spring-Server/commit/cd47d32e2d124e13b09456e24aaebf7e650ae420,PermissionTicket.java,@JoinColumn @JoinTable,
codelibs/fess,https://github.com/codelibs/fess/commit/6ccf5fb46134657836c0cc12fa5e171151fc4d59,EditForm.java,@Digits @ValidateTypeFailure,
SpongePowered/SpongeForge,https://github.com/SpongePowered/SpongeForge/commit/eca44b7b427e3bc5288e029decb68dc1ff446a81,MixinDimensionType.java,@Overwrite  @Override,
javaparser/javaparser,https://github.com/javaparser/javaparser/commit/21d256cd2a82ab8d23611d583c44c14b44b68311,ConstructorDeclaration.java,@Override @Generated,
federicoiosue/Omni-Notes,https://github.com/federicoiosue/Omni-Notes/commit/04b028ef665f5b353b3f7f9c585982cb89e8cab8,GalleryActivity.java,@Bind @BindView,update
protegeproject/webprotege,https://github.com/protegeproject/webprotege/commit/dab41bb635ad7eb6ff1c7bb899ae1f8fd714cbe0,ClientApplicationComponent.java,@Singleton @ApplicationSingleton,
Netflix/eureka,https://github.com/Netflix/eureka/commit/037415c51df1901a78f5a5934c0f0fabf0bfa33d,CloudInstanceConfig.java,@FineGrainedLazySingleton @Singleton,
MinimallyCorrect/TickThreading,https://github.com/MinimallyCorrect/TickThreading/commit/9ddd0e2e92de352ecb7d9ad36db6f23f6ae56972,MixinOreDictionary.java,nallar.Mixin minimallycorrect.Mixin,
spring-cloud/spring-cloud-sleuth,https://github.com/spring-cloud/spring-cloud-sleuth/commit/bd8b64a5b988e72e29f7e3f5e51bbe8829b9bc48,ZipkinMessageListener.java,@ServiceActivator @StreamListener,
Raizlabs/DBFlow,https://github.com/Raizlabs/DBFlow/commit/331cf785d022afcfdab70628effc62fbb9ed6a25,OtherModel.java,@ContainerAdapter @ModelContainer,
gdg-x/frisbee,https://github.com/gdg-x/frisbee/commit/ae1fc09e96ffe6b214b1d779e2768c2ecee0e5be,LeadFragment.java,@Bind @BindView(,update
Netflix/genie,https://github.com/Netflix/genie/commit/ffe1b15841514f56b07f7f32d33680556653d209,JobJanitorImpl.java,@Inject @Autowired,
omnifaces/omnifaces,https://github.com/omnifaces/omnifaces/commit/d336450a11dfa60fccf5e0ad034bd9d5cb114c73,DynamicParamValueProducer.java,@Dependent @Typed,
SonarSource/SonarJS,https://github.com/SonarSource/SonarJS/commit/20592d145095277e48169be6937364247b632888,AssignmentWithinConditionCheck.java,@BelongsToProfile @ActivatedByDefault,
apache/activemq-artemis,https://github.com/apache/activemq-artemis/commit/4f95c8a64afd45a17279fb1d16445881bd13f5b0,AddressControl.java,,
dianrong/UniAuth,https://github.com/dianrong/UniAuth/commit/0bb1ef617a26a7e200c65dbcd6adb5f3df0a5283,CommonResource.java,@RestController @Component,
psi-probe/psi-probe,https://github.com/psi-probe/psi-probe/commit/329262c04fdb488fd3dc77331a6614dcf4d05df6,ContainerListenerBean.java,@Autowired @Inject,
PhoenicisOrg/POL-POM-5,https://github.com/PhoenicisOrg/POL-POM-5/commit/0453fe2a7b9abc958a9a901e246daddb912ac96f,SetupWizard.java,@Component @Scan,
toolbox4minecraft/amidst,https://github.com/toolbox4minecraft/amidst/commit/00b629de6d98aac10f7dfa0610a9387bd8a18c79,BiomeDataOracle.java,@ThreadSafe @Immutable,
torakiki/sejda,https://github.com/torakiki/sejda/commit/f92df6ab7875084af5ae5130f2395ac39473aa97,ResizePagesParameters.java,@Positive @NotNegative,
ushahidi/SMSSync,https://github.com/ushahidi/SMSSync/commit/24c1885796a05dbd38689ab40730809e4de1e603,MessageFragment.java,@InjectView @Bind,
twilio/twilio-java,https://github.com/twilio/twilio-java/commit/f893e81641e413755019887e4951ffa5dbe8e074,TaskRouting.java,@JsonSerialize( @JsonInclude,
advantageous/qbit,https://github.com/advantageous/qbit/commit/2c43c8b9495a034980b349b31c4f1161944eb854,PlatformConfiguration.java, @Named @Qualifier,
gradle/gradle,https://github.com/gradle/gradle/commit/d7d79f75ba89724abf3fa113857557b5509f9bd6,StandardJavadocDocletOptions.java,,
SonarSource/sonar-php,https://github.com/SonarSource/sonar-php/commit/cf0a6c1b4b653c60ddbdf360bd6b1cdeda1ba5fd,CommentedOutCodeCheck.java,@BelongsToProfile @ActivatedByDefault,
IQSS/dataverse,https://github.com/IQSS/dataverse/commit/fe1f4db21035ad92dd014ae89666c7a08393da35,DataverseRole.java,,
dashbuilder/dashbuilder,https://github.com/dashbuilder/dashbuilder/commit/589f47600734048e9d40e25a8daea6828d540a0e,PerspectivePluginManager.java,@AfterInitialization   @PostConstruct,
k0shk0sh/FastHub,https://github.com/k0shk0sh/FastHub/commit/8807369c59206d8911bceb5842408623675938ce,IssueService.java,@POST @PUT,
google/closure-templates,https://github.com/google/closure-templates/commit/cd445b931c3feb4ba13b307393ab136e7c5aa061,SoySyntaxException.java,@SuppressWarnings @Deprecated,
rakam-io/rakam,https://github.com/rakam-io/rakam/commit/113cf3581b4b31b67b0427ebbadf46dd69ce09c5,QueryError.java,@JsonProperty @ApiParam,
spotify/heroic,https://github.com/spotify/heroic/commit/aea0e7b367c1fa3d66a5e6f8c1a3aaba5d527a2f,Count.java,@JsonCreator  @ConstructorProperties,
hs-web/hsweb-framework,https://github.com/hs-web/hsweb-framework/commit/0cfe796fff8d6f8bbfef0bdf4b74b924af6e77bf,PersonController.java,@PostMapping @PutMapping,
IQSS/dataverse,https://github.com/IQSS/dataverse/commit/fe1f4db21035ad92dd014ae89666c7a08393da35,DataverseRole.java,,
mendhak/gpslogger,https://github.com/mendhak/gpslogger/commit/39e88b1f46bab52c7ff919f0004a69356d3c72a1,AutoEmailFragment.java,@SuppressWarnings   @EventBusHook,
mikepenz/FastAdapter,https://github.com/mikepenz/FastAdapter/commit/5258df839a242fac50b4018a6e400275ffb4ead6,IconItem.java,@Bind @BindView,
iSoron/uhabits,https://github.com/iSoron/uhabits/commit/8132188e46a4f38b1c57d213738b78342f2ebed9,MemoryModelFactory.java,@Singleton @AppScope,
alexstyl/Memento-Calendar,https://github.com/alexstyl/Memento-Calendar/commit/46158bb4d754d9100b447d2871599650448867e1,ContactEventsMarshaller.java,@SourceType @ContactSource,
swagger-api/swagger-core,https://github.com/swagger-api/swagger-core/commit/1c1d6418e06a6cf1d8441d8ef329e1c8f48868e0,PetResource.java,,
Netflix/genie,https://github.com/Netflix/genie/commit/2ddbeb3d2df1368b993c3753138175490f68b7d8,CommonFieldsEntity.java,,
apache/camel,https://github.com/apache/camel/commit/aeacbfe4f2504d1e6da818e7d6c27db3331158ea,MailConfiguration.java,@UriParam--@UriPath,
k0shk0sh/FastHub,https://github.com/k0shk0sh/FastHub/commit/d21a8cc6a44681b0718681e57c948a561c730315,RepoService.java,@Path--@Query,
aosp-mirror/platform_frameworks_support,https://github.com/aosp-mirror/platform_frameworks_support/commit/c4ef52d880c51f804b6d2f6326b34da037265740,SwipeRefreshLayout.java,@ColorInt--@ColorRes ,
timmolter/XChange,https://github.com/timmolter/XChange/commit/525f6ede568419a62296af502530463aa6ed845e,CleverCoinAuthenticated.java,@GET--@DELETE,
